Commit;Author;DOW;Month;DOM;Hour;Minute;Second;Year;TZ
17ea58280aa4f169d07b2897619e06ef010a2989;Dennis Yurichev;Sat;Nov;10;06;27;02;2018;+0200
e09be81e7cb932765b9c552d80db40acedc42e0a;Dennis Yurichev;Sat;Nov;10;06;26;30;2018;+0200
0a4bf4ca06fbe4353f6541b07c23bd28f961da09;Dennis Yurichev;Sat;Nov;10;06;23;14;2018;+0200
d27f5804e5f4c9a9f9b6fe2c81c39ef5d6902d53;Marc Remy;Fri;Nov;9;21;14;16;2018;+0100
f6e404d3c81970c81ab27e27d16fa8fa85cc27f5;Marc Remy;Fri;Nov;9;20;03;32;2018;+0100
b75257019a94c1dc6357434e617982a3c5c0fa50;Dennis Yurichev;Fri;Nov;9;15;28;55;2018;+0200
2f87df10ecd1a381a70e201b4a89ea032673653a;shmz;Tue;Oct;30;20;26;10;2018;+0900
2da60c2054815814fd9d75a85d5fd0570d599ef6;shmz;Wed;Oct;24;21;26;10;2018;+0900
90bf3f5c2b83bd5116dc5fc136847370faafee07;shmz;Wed;Oct;24;20;38;15;2018;+0900
d8cf04defe182888ebc9d232d6d0ea7c7681d6ab;shmz;Wed;Oct;24;18;22;48;2018;+0900
77e3223e0a854f2e748738b6ca5ec5c5a53a8e41;Dennis Yurichev;Fri;Nov;9;04;23;01;2018;+0200
47030360e4c0cb1d323ecac2c62c6de89b8b762f;Dennis Yurichev;Thu;Nov;8;03;55;27;2018;+0200
7f9ab04206b7cf07d5b7d2ef81bfd307b04afd86;Dennis Yurichev;Thu;Nov;8;03;33;01;2018;+0200
1afbcd5f3df880cba5bd18597888fb4e6c86e3f4;Marc Remy;Wed;Nov;7;19;57;21;2018;+0100
f369c0ba433bf40d84b626f60f7e6ad76d15a56d;Dennis Yurichev;Wed;Nov;7;01;41;32;2018;+0200
c77c4a216f29504b23aaf74692905b670f70353a;Marc Remy;Tue;Nov;6;20;30;21;2018;+0100
d2dce3a4f76c53a34f14ec062c1e4550b26820f5;Dennis Yurichev;Tue;Nov;6;00;04;06;2018;+0200
2ed9d3d35bd6141603bc031312dfa9df53bd3d5f;Marc Remy;Sun;Nov;4;17;32;08;2018;+0100
f6a5ce3055983643072ca4ff1ce5f17a114d584d;Marc Remy;Sun;Nov;4;17;25;31;2018;+0100
add208614cff861a9d853a0d31f5e6e57c0567bc;Dennis Yurichev;Mon;Nov;5;02;10;25;2018;+0200
86c08f0cccf29c69b54f4518bbf9554de145936e;Dennis Yurichev;Mon;Nov;5;00;41;29;2018;+0200
08748cf413cbcebdb33149a4f8b41eadf00e8074;DSiekmeier;Sun;Nov;4;22;39;23;2018;+0100
874a52026b0b0a87636f12829eae14404241a465;DSiekmeier;Sun;Nov;4;22;19;30;2018;+0100
65d117649d9d6614a930a4b2bc51abe4f5a314c8;DSiekmeier;Sun;Nov;4;22;15;04;2018;+0100
bcf272e1ad5b3d26dd9e107f8dd818a62a7985a4;Dennis Yurichev;Sun;Nov;4;05;36;41;2018;+0200
a3abfeb3b00468008177dceba65fe6f15f1e48cc;Dennis Yurichev;Sun;Nov;4;05;36;35;2018;+0200
fa1669d5a8971bc484cccc6f253dc470511d68a6;Dennis Yurichev;Sat;Nov;3;21;55;05;2018;+0200
29fdbaf71a4805cf889868e1ee7b6b7b38dbf585;Marc Remy;Sat;Nov;3;15;17;57;2018;+0100
84e231c1cd75e59474e9ba1eeacb79a86372d7f5;Dennis Yurichev;Fri;Nov;2;08;14;11;2018;+0200
673a423a9a0b567f3d8a3121993c2dd20e3124cc;DSiekmeier;Thu;Nov;1;22;23;31;2018;+0100
aabb0aaa1d4e15f1d9b778575e43ca4d83841616;DSiekmeier;Thu;Nov;1;22;14;55;2018;+0100
55ffe04d270271c69654a5f1e50979cec4d21bb4;DSiekmeier;Thu;Nov;1;22;00;34;2018;+0100
0123cf0322b29d4aa5aea39574f13f56980b5e3b;DSiekmeier;Thu;Nov;1;21;24;24;2018;+0100
0f2be1e611bea8e93244023165aa4fcd5466d3b7;Dennis Yurichev;Sun;Oct;28;16;33;15;2018;+0200
5fcc28eabb76d53ff4e58913ff0b9389d452b37b;ahmet;Sun;Oct;28;16;51;29;2018;+0300
aea38648477a1fb404264167ab1b9f8c6fb10b72;Dennis Yurichev;Wed;Oct;24;11;42;27;2018;+0300
cfe333f530bc781f412a1c06189b7388ec5eb50b;Dennis Yurichev;Wed;Oct;24;11;41;58;2018;+0300
22cb6f269a045925eed6e0160fbd4648358198c8;shmz;Wed;Oct;24;15;00;39;2018;+0900
172a42202673e0bb390729c3b51c19110af2fa54;shmz;Tue;Oct;23;19;44;32;2018;+0900
7f57e2cf62a00d7fc2b2cb864d07264ffca0c6fb;shmz;Tue;Oct;23;18;28;18;2018;+0900
bb6670fedf08da3a538784cee446bebd0474bb29;Dennis Yurichev;Tue;Oct;23;12;31;26;2018;+0300
f296a08598f89ad8b5bedd0c486cef97adf96cc4;Dennis Yurichev;Tue;Oct;23;12;30;53;2018;+0300
72f42b4efa779c0b80750156ef805e310c08942d;shmz;Mon;Oct;22;21;49;25;2018;+0900
09a7c66e7b3c61f4b4ce48ce866af54d6fab6b5f;Dennis Yurichev;Mon;Oct;22;16;49;52;2018;+0300
e36a55af81bc41d8f8148906ac51fc432df4bd9b;shmz;Mon;Oct;22;21;24;56;2018;+0900
d35330c6306c9f05e67629f57ee7f7adc92fc266;shmz;Fri;Oct;19;21;35;52;2018;+0900
75650212baca50fedde9711136927f072e0906a7;Dennis Yurichev;Fri;Oct;19;15;30;27;2018;+0300
0ffa38de5138d0288edb6efd73641bf0edab1859;Dennis Yurichev;Fri;Oct;19;15;29;19;2018;+0300
3d3ad269760694dd2f30675ca76193a2cd6cb71b;shmz;Mon;Dec;11;22;09;48;2017;+0900
009d8865f7953ff6588263dc52f4bd3ab5ed2057;Dennis Yurichev;Sat;Oct;6;20;50;40;2018;+0300
540e986e54029ed3b52f1f9559cdcafe1c371bd4;Dennis Yurichev;Sat;Oct;6;20;50;27;2018;+0300
2343d872c0d6aec9b4a1b2c9d35f11a8583d133f;Marc Remy;Wed;Oct;3;22;02;20;2018;+0200
4db3c1469e5bc96d276dcb09b94ec98826d5d428;Marc Remy;Wed;Oct;3;21;22;10;2018;+0200
c30e0cde020fd4d2b0652e1aae60f8dd4f882b27;Dennis Yurichev;Tue;Oct;2;09;27;39;2018;+0300
b40754c35d3de000f2ccb847316a13f0daa146f3;Dennis Yurichev;Tue;Oct;2;09;27;33;2018;+0300
83f0681bd3bb2fab32fd0fe9743709462100bee5;Dennis Yurichev;Tue;Oct;2;09;27;14;2018;+0300
749cbb2aa51cd912c10767accf81e20c0adfc5f7;Marc Remy;Thu;Sep;27;19;57;18;2018;+0200
0ab64c8e9abb4b8447ce97b6629c2cb78e5b6650;Marc Remy;Thu;Sep;27;19;46;08;2018;+0200
33bc72c5088ca3d2fea2105d76b4aba2a0d44af3;Dennis Yurichev;Sat;Sep;22;00;13;46;2018;+0300
ee41b7bca12ef136a552489bc4d8680adb2df6fa;Marc Remy;Wed;Sep;19;20;57;57;2018;+0200
e83e6ecf31c3514bba57239192e1c0b6b4db7167;Marc Remy;Sun;Sep;16;11;26;21;2018;+0200
1468030f3fca01cdf02847ae7cde4308d25dcc4c;Dennis Yurichev;Sun;Sep;16;23;01;48;2018;+0300
e62838c05d167c088402f64edc6225e8c0f2f4de;Dennis Yurichev;Sun;Sep;16;23;01;42;2018;+0300
8309bd1df2a34142d4ec975e4c3a0ec1b012d5d1;Dennis Yurichev;Sun;Sep;16;19;24;01;2018;+0300
3e480e884368aff88f3f86b543fca34e761329c2;Dennis Yurichev;Wed;Sep;12;23;10;10;2018;+0300
9b26de81d477a6efc0ad8b43d0089344aa90f91c;Marc Remy;Wed;Sep;12;21;35;06;2018;+0200
ddf22d27051429adb7a23b1b4d693e95be916fe9;Marc Remy;Tue;Sep;11;21;46;42;2018;+0200
ab181d631d670f546874dcd3d11d7455a15319fa;Dennis Yurichev;Fri;Sep;7;08;19;30;2018;+0300
79ff0eace06451cd6fd98a4221fe293a1c776523;Marc Remy;Thu;Sep;6;20;08;57;2018;+0200
95699ce7c377ae3e468508aff8a2c7bca7287166;Dennis Yurichev;Tue;Sep;4;16;25;09;2018;+0300
d6d813d838c0a6aa35ef470df2e5f8817ef3dde7;ludweeg;Tue;Sep;4;16;09;24;2018;+0300
1254e90d056b2eee70bb833f0ceae896434a8ad0;Dennis Yurichev;Thu;Aug;30;15;13;15;2018;+0300
3d5d69fc0c6a45091f9c58039c3d8316fae63917;Dennis Yurichev;Thu;Aug;30;15;12;13;2018;+0300
7a799c3f439f8021a6572100e0802a029f7e8464;Baudouin Landais;Wed;Aug;29;22;48;54;2018;+0200
f3360992f7352317f8fb6f47e03f677c6f84df11;Baudouin Landais;Wed;Aug;29;22;05;03;2018;+0200
2adc96a64324ea72e2688f94757abbb2b9513c51;Baudouin Landais;Wed;Aug;29;21;10;54;2018;+0200
b1c1b9bc92e2833aeb5cd4b4e13a902f57d63f49;Marc Remy;Wed;Aug;29;21;03;40;2018;+0200
a7fa71a5c49f883cf911efb60c941644011872d6;Baudouin Landais;Wed;Aug;29;20;56;47;2018;+0200
268086e9113ed0f3d9d5dbef64c0165ca4bf0d52;Dennis Yurichev;Tue;Aug;28;20;56;51;2018;+0300
85ecc33ad91735d10dece9479fa87cc970c41d17;Marc Remy;Tue;Aug;28;08;02;40;2018;+0200
5474a0537585bd071acf8e60b72fcfef7f77bf5f;Dennis Yurichev;Tue;Aug;28;03;38;27;2018;+0300
45227eaa851d8c3e3f078b733747cf8339fceeae;Marc Remy;Mon;Aug;27;19;50;31;2018;+0200
62fef25b74a079cff0a8f67ba0ab12594876d1d5;Marc Remy;Mon;Aug;27;19;49;16;2018;+0200
00ead0612d509ecb84a28c921b360ad561f3e46a;Dennis Yurichev;Sun;Aug;26;00;55;06;2018;+0300
eed7bdddf81da22706948ab6e26c93395558223b;Dennis Yurichev;Sat;Aug;25;18;44;45;2018;+0300
646a98a524a0a7940dfc97483c382a27fb28e3da;Dennis Yurichev;Sat;Aug;25;18;43;44;2018;+0300
dc0d04b6c891e06d4dc88a8b6755e0808a57edee;Baudouin Landais;Tue;Aug;21;19;08;18;2018;+0200
3e85fad6939f67763676607a8e5190961a3bf8d1;Dennis Yurichev;Tue;Aug;21;09;43;54;2018;+0300
ed6349bb8805e0f5638865d324946010b66d1ac8;Dennis Yurichev;Wed;Aug;15;03;11;47;2018;+0300
974a429c6e021a88797457032fc7a4d6bcba9be9;Dennis Yurichev;Sun;Aug;12;03;44;27;2018;+0300
9ff9ad6a4e28d29a382a72d8ce0162af57f0094f;Dennis Yurichev;Sun;Aug;12;03;44;19;2018;+0300
0cdf472a07a264f050c39d5c0515ca41d064a730;Dennis Yurichev;Sun;Aug;12;03;44;00;2018;+0300
3f346040a579a9121d80e1402d2b832ccdfab049;Vlad Golovkin;Sat;Aug;11;18;32;25;2018;+0300
7ebafe266dbc5cc02834f230af922f46a9c4375a;Dennis Yurichev;Thu;Aug;9;18;16;39;2018;+0300
b865fc9717cab11b0711671216681276e6d8a598;Dennis Yurichev;Thu;Aug;9;17;26;22;2018;+0300
38c18a38e4a1bacb47e92d2e72b7cd3700186c46;Dennis Yurichev;Thu;Aug;9;17;26;09;2018;+0300
eb1c6fff8b5235a59a7fb1b70882e42afc53a0fa;ludweeg;Thu;Aug;9;18;00;48;2018;+0300
fca6c03a5f2e41cf6601cc9524a5f2bf57cad9b9;Dennis Yurichev;Tue;Aug;7;22;14;39;2018;+0300
8a20a4889bc465a25a4935bc13109998c1b5af0f;Dennis Yurichev;Tue;Aug;7;22;14;29;2018;+0300
17d16daf6095cca74b1b58d6a2196e0daadfc725;Dennis Yurichev;Tue;Aug;7;22;14;19;2018;+0300
420ee2df905dba111b15cf3febafa578fde1cf22;Vlad Golovkin;Tue;Aug;7;21;33;26;2018;+0300
59b97d9de5decb7285a6e4df914f731cdde36918;Dennis Yurichev;Sat;Jul;28;12;24;17;2018;+0300
341ae3c8256eb3b1fef4dad0f6961a654f777664;Dennis Yurichev;Sat;Jul;28;12;23;44;2018;+0300
08b04f5d1e9f39e1e2b6238207d9e1ab4d21ac83;Dennis Yurichev;Sat;Jul;28;12;23;30;2018;+0300
35eb594b6e18922fc3ff2ea2b13d523d8e7d0046;Marc Remy;Sat;Jul;28;10;37;21;2018;+0200
f76dca63043d83d3fa47ff1c12bd38aff98fb6f7;Marc Remy;Fri;Jul;27;04;05;33;2018;+0200
3a8293ff5b156c832fec946560d9b07d2e94ce34;Dennis Yurichev;Thu;Jul;26;03;32;23;2018;+0300
6b9c53115194307455b3df24ed8076be2f63d59f;Marc Remy;Wed;Jul;25;21;52;39;2018;+0200
e0026bdb45d88641a52edebde938b5a09e267d03;Marc Remy;Wed;Jul;25;20;30;08;2018;+0200
31c6e34dd6745e7de5a8b35a5e75ad03c047a38f;Marc Remy;Tue;Jul;24;22;53;50;2018;+0200
68ddb6c1be81bf064e5d02c5cdeb0a7eb16d2cee;Dennis Yurichev;Wed;Jul;25;10;06;30;2018;+0300
7f4829ca1beec4dc7accc57ed1577505285d7bc9;Dennis Yurichev;Wed;Jul;25;10;05;25;2018;+0300
350559634261b8195a7d29188e87abe41cc8658b;Dennis Yurichev;Wed;Jul;25;10;02;12;2018;+0300
3ec5e93c28bf2ae67a14bb206d2940f55bd68da0;Dennis Yurichev;Wed;Jul;25;10;02;03;2018;+0300
9011ef2aae3e9dab3ea434f1867c1bb1add757a3;Marc Remy;Wed;Jul;18;19;37;54;2018;+0200
f34b22f24ac51a57a237c428feeb3e21f1365d51;Alexander Yastrebov;Wed;Jul;18;16;42;33;2018;+0200
8a153c84db1b1759edaf2fce8fb68697328bbff6;Dennis Yurichev;Tue;Jul;17;22;06;40;2018;+0300
e4f0bc1b3aca2d46d6c49a314799c4f6757e71ff;nicone93;Tue;Jul;17;18;28;11;2018;+0200
d8eb27b3f7fb893e4cebeb4a4740159ecbc8263c;Dennis Yurichev;Mon;Jul;16;16;14;08;2018;+0300
2652f2b86a0dbd17b839ff35c9c20050b43efefe;Marc Remy;Sun;Jul;15;18;14;21;2018;+0200
56fbd14294414ba652068eb6d44b93d3d7596b46;Dennis Yurichev;Mon;Jul;9;14;33;33;2018;+0300
5d51e2d9f2a89c0396e1d48fc84bec697579d623;Dennis Yurichev;Mon;Jul;9;14;33;14;2018;+0300
97fbfd9770b09f007293d347c0a58862c89dde5c;Dennis Yurichev;Mon;Jul;9;14;32;15;2018;+0300
708de24e6cf750eb027655600c47820e50bc262c;Dennis Yurichev;Mon;Jul;9;14;31;29;2018;+0300
41cd62c6c2a0c2233ab461cf45edd4b585cbb00c;Marc Remy;Sun;Jul;8;10;07;50;2018;+0200
84a1f9213a50e065b745eb88050703f7b35dceda;Marc Remy;Sun;Jul;8;09;20;17;2018;+0200
383781424f6f0cce4a9bae424b9caf29487a7047;Robert Alm Nilsson;Wed;Jul;4;12;07;44;2018;+0200
9733ceb22fec399f3dfd4107d3c829e1b52b3aa5;Dennis Yurichev;Mon;Jul;2;08;04;12;2018;+0300
7b66ddab57cef22d09c36f127d3c65486423bf7d;Dennis Yurichev;Mon;Jul;2;07;49;46;2018;+0300
1074c9571cb00bf7dda1741a5c9de64f58825f77;Dennis Yurichev;Mon;Jul;2;07;40;33;2018;+0300
63c05652106385c89652120b802324f6c7ca7092;Dennis Yurichev;Sun;Jul;1;11;59;11;2018;+0300
b439e77157e0bed77c6266f8566cc4b66875b14e;Dennis Yurichev;Thu;Jun;14;18;38;22;2018;+0300
2d517eebec2daadc3dacd78a570fe40f31d745a7;Dennis Yurichev;Wed;Jun;6;09;11;44;2018;+0300
b439e1560140790788f7765e81fb8217355dd745;Dennis Yurichev;Tue;May;29;10;38;05;2018;+0300
772b1e9146c0a377135f401ec37f2a016a777545;Marc Remy;Fri;May;25;22;24;47;2018;+0200
3105453567cbe809b81e4993ca2258fa44788094;Marc Remy;Tue;May;22;21;50;59;2018;+0200
ce95b490440b3170fef7cbc622cd502a32fc9d91;Dennis Yurichev;Sat;May;19;03;17;48;2018;+0300
786460a03a5434a7563cf0d5c17d24f2823acacc;Dennis Yurichev;Sat;May;19;01;25;23;2018;+0300
70f2cc3ffd693ebbfb36e0338f1d7a82a1816622;Dennis Yurichev;Tue;May;8;23;18;56;2018;+0300
fad78656fdf54317118d3d3a05d0fc9673a9c159;Marc Remy;Tue;May;8;21;48;55;2018;+0200
90772eb707dbfe301903e8f04b7cf74c16585386;Dennis Yurichev;Sun;May;6;03;24;30;2018;+0300
4b62aa0928be30bdf002c4497815fe10bc44fc62;Dennis Yurichev;Sun;May;6;03;24;16;2018;+0300
a13860b5aef48a710ad842371fb4ed517d99e0d1;Marc Remy;Fri;May;4;21;26;41;2018;+0200
b7623f82a85caca209ded89b019529f2a969e934;Marc Remy;Fri;May;4;21;25;32;2018;+0200
b8d6ffb424da4cf5ee76464d28d74b2dfa5b0e13;Wiktoria Lewicka;Fri;May;4;12;19;34;2018;+0200
fd5f4720d41f10d1633c990d8ac53586c95d78f0;Dennis Yurichev;Fri;May;4;02;07;46;2018;+0300
3c6048a2348819d965e28a33bf6611cab3371de9;Dennis Yurichev;Fri;May;4;02;04;09;2018;+0300
6e7c89e5aec3e828b1378f0b0c6ebaba8023e46c;Dennis Yurichev;Fri;May;4;02;03;58;2018;+0300
8aae5befbb086585467945a7604e46bf3c4827e2;Dennis Yurichev;Fri;May;4;02;03;51;2018;+0300
eb2fb9b8c7bc8c1ae4cd6605658b95487bfe16d4;Marc Remy;Thu;May;3;21;06;54;2018;+0200
a8068ecac5b09bc6e215a331c0236d3648cdded9;Marc Remy;Thu;May;3;20;15;57;2018;+0200
753cafdd611d6323dff045b897219a222ccd6c06;Dennis Yurichev;Tue;May;1;07;28;56;2018;+0300
feb0a7bcc18fceee430ba09a6ebfd115340738c4;Marc Remy;Tue;May;1;06;13;18;2018;+0200
3d08241f84f9e5607436195b9edfc89fc04a60fe;Marc Remy;Tue;May;1;05;48;43;2018;+0200
f0fa7daecf1ac1ceedef761512cded91ed5e1044;Dennis Yurichev;Tue;Apr;24;19;46;13;2018;+0300
45a2ab50b457f1a11bfd96ae195d6cf12e222531;Dennis Yurichev;Mon;Apr;23;19;05;39;2018;+0300
1fc5d6c371e6654da5b73f8ddae3940163b5f930;Dennis Yurichev;Mon;Apr;23;19;04;55;2018;+0300
b10be9486f1d7e0c59ebb436115931fe18936d8b;Dennis Yurichev;Mon;Apr;23;17;14;45;2018;+0300
5f317f9b249a45f28ee96485a11b7fb6b772a9af;Dennis Yurichev;Mon;Apr;23;17;14;32;2018;+0300
b39ec0074f4f95a9f69880a53b507e538c072999;Dennis Yurichev;Mon;Apr;23;17;13;50;2018;+0300
b6f2789c888786a3c2d2524cabf43f1460d65931;Dennis Yurichev;Mon;Apr;23;17;13;42;2018;+0300
bdda164d476c442bec64e74e789c1950014b310d;Dennis Yurichev;Mon;Apr;23;17;13;32;2018;+0300
695dcc78d2dd23436e64e6a6b53f3b9453a4904f;Dennis Yurichev;Mon;Apr;23;17;13;25;2018;+0300
286d3f44c5be23f6c989619a7999311c6b6f90a1;Dennis Yurichev;Mon;Apr;23;17;13;18;2018;+0300
62de14cdb56e9c11cfce747b72b0ec4a05cc83b0;Dennis Yurichev;Mon;Apr;23;17;13;12;2018;+0300
7dd00d6b4f3493e6816cce1b99a49badf701bafd;Dennis Yurichev;Mon;Apr;23;17;13;05;2018;+0300
783009b0af9e28984a32f8958cc234522aee3a30;Dennis Yurichev;Mon;Apr;23;17;12;58;2018;+0300
7939f8801c8d815c901cecafc73d04b8d5ab2b07;Wiktoria Lewicka;Mon;Apr;23;16;01;30;2018;+0200
48851ecbc8d56f656270fb8e3ac0400288d56e5a;Wiktoria Lewicka;Mon;Apr;23;15;42;56;2018;+0200
5999169e90c057f39cd4cd72f66ce8ad18301fce;Wiktoria Lewicka;Mon;Apr;23;15;16;32;2018;+0200
1a239d1c0af64a0e2c13a79d82aef5cfff0b5fd6;Wiktoria Lewicka;Mon;Apr;23;15;07;17;2018;+0200
d635c3c1ebcf1d59364fd5bf4bf5bdf45eb68e4e;Wiktoria Lewicka;Mon;Apr;23;14;51;00;2018;+0200
97c79645a4beadb241588d9e5a85195472f2b0ed;Wiktoria Lewicka;Mon;Apr;23;11;27;23;2018;+0200
a80aba20882aed3ceee84572929167711aa84741;Wiktoria Lewicka;Mon;Apr;23;11;00;36;2018;+0200
5e3e669a3ffa209ae9192208320fcb0887fbd639;Marc Remy;Sun;Apr;22;19;10;12;2018;+0200
6fed6f451794d3fcff3f4ce7b1bc8d4cbbdf8812;Dennis Yurichev;Sat;Apr;21;16;27;41;2018;+0300
2cc8536b9fac0a291ccbd98827aebb215d6abacd;Wiktoria Lewicka;Sat;Apr;21;15;25;25;2018;+0200
2a384fd6ec28cb1b965da00cf438d63e192d3254;Dennis Yurichev;Sat;Apr;21;16;19;53;2018;+0300
d8711be2d352200712630f3408166e3753b38796;Dennis Yurichev;Sat;Apr;21;16;19;20;2018;+0300
25b0439f8bb61739b22f7644b5ebe4775e0e76ae;Wiktoria Lewicka;Sat;Apr;21;15;17;26;2018;+0200
f169ba68ee7866d88bf72df181c3d3f83319a444;Wiktoria Lewicka;Sat;Apr;21;15;10;22;2018;+0200
e6bed345e8a476cec153bbb046b2308412ee25fb;Dennis Yurichev;Sat;Apr;21;15;10;36;2018;+0300
f2aedcedb67437908ce5c37f6bf34686da1ba1d3;Wiktoria Lewicka;Sat;Apr;21;14;00;17;2018;+0200
dbbafca3109b8fbc07e852b10bf3b0b764fc7390;Dennis Yurichev;Sat;Apr;21;14;50;16;2018;+0300
fd86e1f2464bd35e575576f2c693c98663e5b42c;wiktoriaa;Sat;Apr;21;13;49;09;2018;+0200
9b488a360a901ea51ae7dca1f102962df6486159;Dennis Yurichev;Sat;Apr;21;14;46;21;2018;+0300
b4c46ebf8b187e8610d43125b1ad8cc77aa7b73f;wiktoriaa;Sat;Apr;21;13;39;06;2018;+0200
3a37db20e5e496f9758a3e1a749207f442abb434;Dennis Yurichev;Thu;Apr;19;06;39;05;2018;+0300
07367a8ab2483f0b1d0120fb5c79b2ab193357a3;Marc Remy;Thu;Apr;19;04;11;07;2018;+0200
4ac26fa4ad1601b0aa55c823285dcd5934e4b608;Dennis Yurichev;Mon;Apr;16;21;21;45;2018;+0300
fd8f272c525cfcac027b4f969bf4a5315a3d40d0;Marc Remy;Mon;Apr;16;06;26;04;2018;+0200
574b073f09de03e32384edde4985da4d5a79d5a8;Marc Remy;Sun;Apr;15;21;23;48;2018;+0200
9ebb583731a1c262e98db43cc25d1fac8fdd46f3;Dennis Yurichev;Sat;Apr;7;15;37;43;2018;+0300
420a948dc959ff089e4c026962b6c35ffbcd8937;Dennis Yurichev;Wed;Apr;4;09;43;47;2018;+0300
848ec2ae4f779bc52b1f328cea561bc9a368da31;Marc Remy;Wed;Apr;4;08;11;42;2018;+0200
7de0b886738c9906cad397f63dc5e5898ec90908;Marc Remy;Tue;Apr;3;21;28;20;2018;+0200
e8479ae2a8a7de0ea389188b3d53a7eff398ff76;Dennis Yurichev;Mon;Apr;2;22;49;21;2018;+0300
e6fa55dfdd5250717dff31ca4884c9daeed60b08;Marc Remy;Sat;Mar;31;09;47;32;2018;+0200
0fd3ba057522e7871c7ca02be69e78c48a7a0685;Marc Remy;Fri;Mar;30;15;51;21;2018;+0200
51b133cc9ba439e0b92a03df311cf117921aa18c;Dennis Yurichev;Wed;Mar;28;07;24;13;2018;+0300
940420ba9b8c07404a4edfedf453deb35b0b6d18;Marc Remy;Wed;Mar;28;05;19;20;2018;+0200
92087a0284a766216278469ea687e0a2a78b4cc9;Dennis Yurichev;Tue;Mar;27;02;26;36;2018;+0300
8cbd5b7a87ef6c1f2c09ea55d68ece0011074399;Dennis Yurichev;Sat;Mar;24;22;10;08;2018;+0200
c15eab7c318b114559aa748f77ac6218aa576602;Dennis Yurichev;Fri;Mar;23;19;49;48;2018;+0200
8901908b4e33560380e733dd43230b9fa4a7d2b4;Dennis Yurichev;Fri;Mar;23;19;49;38;2018;+0200
34b44e2d06ad016a089a6406b093850405e01b3d;Dennis Yurichev;Fri;Mar;23;19;49;18;2018;+0200
4ad81a246c62417e1c4ec7df9b693f515c5f13e1;Marc Remy;Fri;Mar;23;03;03;49;2018;+0100
fc2a639b6064887a25d4fc3f356ced4634ea1be5;Dennis Yurichev;Fri;Mar;23;03;12;32;2018;+0200
45ee4d9c4f64e6f0045e605e7e5f8bdb00b66cee;Dennis Yurichev;Thu;Mar;22;20;00;06;2018;+0200
16110803414837dfca0e2dbc2a567508072984c0;Dennis Yurichev;Wed;Mar;21;23;00;28;2018;+0200
22603e6f7f414258d356b3ff50e92a5499ed6467;Dennis Yurichev;Wed;Mar;21;18;48;48;2018;+0200
f4a29ce2f8ebcdcbbe17f25c1664d629cec16103;Dennis Yurichev;Sat;Mar;17;16;34;20;2018;+0200
1a6b8ce39d5391b1c635816b1f9d1a4fa96b5262;Marc Remy;Sat;Mar;17;14;40;03;2018;+0100
495335953cf8faa35b37879903bd24c6d6492bc1;Marc Remy;Sat;Mar;17;14;39;32;2018;+0100
d58c1db6c5a7e631182f3fdadf2d0dc2e92c8986;Marc Remy;Sat;Mar;17;14;26;00;2018;+0100
e7da195dc04f932d9be4229bdb5cb504ba852b69;Marc Remy;Sat;Mar;17;11;35;08;2018;+0100
e7e67f01a3dae390c9a673a26586ece979affa7d;Dennis Yurichev;Fri;Mar;16;14;26;23;2018;+0200
39c57c62d60a334e0c048903d80078c4b8a6869f;Dennis Yurichev;Thu;Mar;15;15;37;59;2018;+0200
63af3319838a93261df44685079093ca520df6a7;Marc Remy;Wed;Mar;14;20;14;47;2018;+0100
b9cc94b845e5a44dae8de2acb186a1b3fd08988b;Dennis Yurichev;Wed;Mar;14;13;32;22;2018;+0200
31680d3d609cb80cd6164788f9fdc40bfbf90423;Dennis Yurichev;Mon;Mar;12;20;52;09;2018;+0200
c544f9d63bd2a500a408ec765fb1a9eb71e85a61;Dennis Yurichev;Mon;Mar;12;15;49;26;2018;+0200
7ce305bc4784d2c7cdd5a1165c9e2fbf0611b54c;Dennis Yurichev;Mon;Mar;12;09;11;32;2018;+0200
b2f1031673ad9774053c449fa6f4e45845ad8210;Dennis Yurichev;Mon;Mar;12;09;11;26;2018;+0200
8063a2cc8635fb92bc843390d0f6ee1589717290;Dennis Yurichev;Mon;Mar;12;08;48;06;2018;+0200
92558cb3ca9b2f27bef67bc3ca6b867c46c210da;Marc Remy;Sat;Mar;10;07;54;10;2018;+0100
e7339da47b46773d075962cf2a54e9d795a86b0a;Marc Remy;Thu;Mar;8;21;37;22;2018;+0100
25f4fec8bb3b49ea56f85a632b7548afaa2a51af;Dennis Yurichev;Wed;Mar;7;05;18;35;2018;+0200
cd3908ba65ab5197eaaa8de9450156945b20979b;Dennis Yurichev;Wed;Mar;7;05;18;20;2018;+0200
ce8262fb01859fce679ea2dbadc49ce2ab7b5b4c;Marc Remy;Tue;Mar;6;20;41;59;2018;+0100
ec7717622a5da0bb93dc565b5291795c104db465;Marc Remy;Tue;Mar;6;20;39;19;2018;+0100
a5cd560146ea1370cd693cc6176ba96b965e627e;Dennis Yurichev;Mon;Mar;5;05;11;41;2018;+0200
33ec3ad8a708b969d95004e1dde0599465700c8f;Elian Kamal;Sun;Mar;4;16;16;30;2018;+0200
40b5ea04973d519dcfcbf5d436f68214a882630f;Dennis Yurichev;Sun;Mar;4;14;01;37;2018;+0200
a10c944fa4b424bed1c1ff473b7966eff4ff6a65;Dennis Yurichev;Sun;Mar;4;14;01;20;2018;+0200
bc2878f6a7a9f255a8bba186552d5a1f6b89b96d;Marc Remy;Sun;Mar;4;10;57;44;2018;+0100
